content,sentiment
african,Neutral
alright,Neutral
anniversari,Neutral
avoid,Neutral
bay,Neutral
blast,Neutral
butt,Neutral
cash,Neutral
cheap,Neutral
client,Neutral
climat,Neutral
closer,Neutral
cloud,Neutral
cloudi,Neutral
corrupt,Neutral
crave,Neutral
darn,Neutral
dirti,Neutral
dish,Neutral
expen,Neutral
gear,Neutral
hall,Neutral
hire,Neutral
hmm,Neutral
hoo,Neutral
hook,Neutral
hunt,Neutral
isnât,Neutral
kate,Neutral
knee,Neutral
light,Neutral
minimum,Neutral
mummi,Neutral
negativemad,Neutral
negativesay,Neutral
negativeshould,Neutral
negativetak,Neutral
Neutralactu,Neutral
Neutralfin,Neutral
Neutralhad,Neutral
Neutralsit,Neutral
pig,Neutral
posit,Neutral
positive,Neutral
positiveabout,Neutral
positiveheh,Neutral
positivese,Neutral
positivesh,Neutral
positivesorri,Neutral
positivethey,Neutral
positiveyep,Neutral
propos,Neutral
readi,Neutral
refer,Neutral
requir,Neutral
shout,Neutral
station,Neutral
sugar,Neutral
sweat,Neutral
tag,Neutral
tix,Neutral
toward,Neutral
weâv,Neutral
worker,Neutral
ahh,Neutral
alcohol,Neutral
anywher,Neutral
attent,Neutral
besid,Neutral
brand,Neutral
bridg,Neutral
challeng,Neutral
chick,Neutral
cupcak,Neutral
defend,Neutral
desk,Neutral
desktop,Neutral
diet,Neutral
dnt,Neutral
earn,Neutral
east,Neutral
effort,Neutral
europ,Neutral
excus,Neutral
feed,Neutral
fellow,Neutral
field,Neutral
gopdeb,Neutral
harder,Neutral
honey,Neutral
inform,Neutral
insult,Neutral
juic,Neutral
key,Neutral
larg,Neutral
laundri,Neutral
loos,Neutral
midnight,Neutral
migrain,Neutral
negativeokay,Neutral
negativesigh,Neutral
negativetwitt,Neutral
negativewont,Neutral
Neutralguess,Neutral
Neutralse,Neutral
odd,Neutral
owner,Neutral
positivecongrat,Neutral
positivegoodnight,Neutral
positivetoo,Neutral
prepar,Neutral
regret,Neutral
repres,Neutral
retir,Neutral
size,Neutral
solv,Neutral
speci,Neutral
spread,Neutral
sunburn,Neutral
sushi,Neutral
tabl,Neutral
talkin,Neutral
tattoo,Neutral
ten,Neutral
theme,Neutral
threat,Neutral
thunder,Neutral
tweeti,Neutral
weight,Neutral
wind,Neutral
written,Neutral
youquot,Neutral
ampamp,Neutral
bab,Neutral
bathroom,Neutral
becam,Neutral
bread,Neutral
cam,Neutral
casino,Neutral
channel,Neutral
climb,Neutral
crookedhillari,Neutral
depend,Neutral
drama,Neutral
epic,Neutral
eric,Neutral
error,Neutral
financi,Neutral
fre,Neutral
hahah,Neutral
higher,Neutral
hugh,Neutral
imwithh,Neutral
keyboard,Neutral
leader,Neutral
loan,Neutral
mass,Neutral
med,Neutral
mrs,Neutral
negativebad,Neutral
negativeday,Neutral
negativelisten,Neutral
negativetot,Neutral
negativeyay,Neutral
Neutralabout,Neutral
Neutralsorri,Neutral
Neutraltwitt,Neutral
pari,Neutral
paul,Neutral
positivecongratul,Neutral
positiveman,Neutral
positivewait,Neutral
potus,Neutral
pub,Neutral
quotth,Neutral
remov,Neutral
retweet,Neutral
risk,Neutral
rob,Neutral
sea,Neutral
server,Neutral
shake,Neutral
societi,Neutral
somehow,Neutral
spoke,Neutral
sport,Neutral
status,Neutral
thatâ,Neutral
tool,Neutral
unfollow,Neutral
vacat,Neutral
van,Neutral
wave,Neutral
zika,Neutral
ahhh,Neutral
air,Neutral
amount,Neutral
ann,Neutral
aunt,Neutral
awhil,Neutral
aww,Neutral
barrier,Neutral
bee,Neutral
cali,Neutral
clue,Neutral
compar,Neutral
custom,Neutral
dave,Neutral
dayi,Neutral
del,Neutral
demand,Neutral
devast,Neutral
disgust,Neutral
enforc,Neutral
flood,Neutral
fool,Neutral
freez,Neutral
giant,Neutral
girlfriend,Neutral
grade,Neutral
ground,Neutral
hadnt,Neutral
hole,Neutral
horror,Neutral
houston,Neutral
hrs,Neutral
hurri,Neutral
imma,Neutral
killer,Neutral
latino,Neutral
laugh,Neutral
legal,Neutral
lock,Neutral
melt,Neutral
mini,Neutral
mission,Neutral
mountain,Neutral
negativeahh,Neutral
negativealway,Neutral
negativedud,Neutral
negativemayb,Neutral
negativemor,Neutral
negativewer,Neutral
Neutralclean,Neutral
Neutralhom,Neutral
Neutrallast,Neutral
nom,Neutral
nomine,Neutral
nut,Neutral
philli,Neutral
plz,Neutral
positivealso,Neutral
positivedidnt,Neutral
positivedo,Neutral
positiveshould,Neutral
positivetot,Neutral
positiveway,Neutral
pour,Neutral
pres,Neutral
prison,Neutral
produc,Neutral
quoti,Neutral
recov,Neutral
relat,Neutral
rite,Neutral
robert,Neutral
russia,Neutral
sarah,Neutral
scene,Neutral
taco,Neutral
tampa,Neutral
theori,Neutral
truck,Neutral
vice,Neutral
writ,Neutral
yal,Neutral
adam,Neutral
alli,Neutral
anytim,Neutral
apolog,Neutral
appreci,Neutral
atlant,Neutral
awak,Neutral
bacon,Neutral
besti,Neutral
boot,Neutral
bound,Neutral
built,Neutral
butter,Neutral
cabl,Neutral
candi,Neutral
chuck,Neutral
convinc,Neutral
deck,Neutral
deliv,Neutral
demi,Neutral
effect,Neutral
fashion,Neutral
femal,Neutral
flash,Neutral
footbal,Neutral
former,Neutral
gas,Neutral
global,Neutral
gloomi,Neutral
goal,Neutral
governor,Neutral
greet,Neutral
gtlt,Neutral
gunna,Neutral
hed,Neutral
hors,Neutral
iãââm,Neutral
knight,Neutral
languag,Neutral
lin,Neutral
mari,Neutral
mmm,Neutral
negativeahhh,Neutral
negativecould,Neutral
negativeunfortun,Neutral
negativewok,Neutral
Neutraldidnt,Neutral
Neutralfollow,Neutral
Neutralplay,Neutral
Neutralsh,Neutral
Neutraltim,Neutral
Neutralugh,Neutral
Neutralwhen,Neutral
non,Neutral
nuclear,Neutral
ocean,Neutral
ontonight,Neutral
otherwis,Neutral
ouch,Neutral
owe,Neutral
pag,Neutral
pathet,Neutral
por,Neutral
positiveb,Neutral
positivethought,Neutral
queen,Neutral
racist,Neutral
role,Neutral
rub,Neutral
scratch,Neutral
secretari,Neutral
shar,Neutral
smh,Neutral
staff,Neutral
stil,Neutral
strawberri,Neutral
tak,Neutral
theatr,Neutral
thereâ,Neutral
tie,Neutral
trick,Neutral
understand,Neutral
warn,Neutral
wide,Neutral
william,Neutral
wor,Neutral
workin,Neutral
xmen,Neutral
agre,Neutral
amazon,Neutral
asap,Neutral
bal,Neutral
bein,Neutral
bust,Neutral
career,Neutral
caucus,Neutral
cheat,Neutral
cinema,Neutral
clip,Neutral
clock,Neutral
commerci,Neutral
couch,Neutral
cour,Neutral
dalla,Neutral
defin,Neutral
develop,Neutral
dig,Neutral
downtown,Neutral
dud,Neutral
employe,Neutral
festiv,Neutral
franc,Neutral
fulli,Neutral
futur,Neutral
generat,Neutral
hack,Neutral
haircut,Neutral
hater,Neutral
hav,Neutral
hillaryâ,Neutral
iacaucus,Neutral
jimmi,Neutral
jok,Neutral
journey,Neutral
judgement,Neutral
kati,Neutral
kelli,Neutral
kept,Neutral
laid,Neutral
lam,Neutral
magazin,Neutral
major,Neutral
march,Neutral
millionair,Neutral
miser,Neutral
murder,Neutral
negativeglad,Neutral
negativeil,Neutral
negativemak,Neutral
negativenoth,Neutral
negativesaw,Neutral
negativeschool,Neutral
negativesometim,Neutral
nerd,Neutral
nervous,Neutral
Neutralanyon,Neutral
Neutralday,Neutral
Neutralgotta,Neutral
Neutralmay,Neutral
Neutralmayb,Neutral
Neutralwher,Neutral
Neutralwow,Neutral
oth,Neutral
pair,Neutral
pleasefind,Neutral
positivecom,Neutral
positivedamn,Neutral
positiveguess,Neutral
positivemay,Neutral
positivenoth,Neutral
positiveyea,Neutral
regular,Neutral
reject,Neutral
rice,Neutral
rise,Neutral
roast,Neutral
rush,Neutral
scienc,Neutral
seattl,Neutral
seek,Neutral
sex,Neutral
spider,Neutral
stack,Neutral
stock,Neutral
suffer,Neutral
surpris,Neutral
surviv,Neutral
theyll,Neutral
trailer,Neutral
trend,Neutral
union,Neutral
usb,Neutral
wii,Neutral
workout,Neutral
aka,Neutral
amend,Neutral
armi,Neutral
austin,Neutral
bake,Neutral
ban,Neutral
basic,Neutral
borrow,Neutral
boston,Neutral
budget,Neutral
bulli,Neutral
bunni,Neutral
buzz,Neutral
cast,Neutral
chest,Neutral
choic,Neutral
cleveland,Neutral
coach,Neutral
crisi,Neutral
dammit,Neutral
diego,Neutral
donaldtrump,Neutral
dread,Neutral
embarrass,Neutral
entri,Neutral
failur,Neutral
featur,Neutral
flag,Neutral
forev,Neutral
foundat,Neutral
fuckin,Neutral
fund,Neutral
greg,Neutral
hella,Neutral
hilari,Neutral
hmmm,Neutral
immedi,Neutral
imposs,Neutral
incom,Neutral
indi,Neutral
infect,Neutral
insur,Neutral
jason,Neutral
laker,Neutral
lap,Neutral
lookin,Neutral
lower,Neutral
mornin,Neutral
negativealso,Neutral
negativedear,Neutral
negativenop,Neutral
negativeouch,Neutral
negativephon,Neutral
negativepleas,Neutral
negativeseri,Neutral
negativetim,Neutral
negativetummi,Neutral
Neutraldamn,Neutral
Neutralgoodnight,Neutral
Neutralomg,Neutral
Neutraltoday,Neutral
Neutralyay,Neutral
nightmar,Neutral
nose,Neutral
numb,Neutral
oil,Neutral
open,Neutral
opinion,Neutral
own,Neutral
packag,Neutral
peanut,Neutral
positiveagre,Neutral
positiveahhh,Neutral
positivedon,Neutral
positiveeveryon,Neutral
positivestar,Neutral
positivesuch,Neutral
positivewho,Neutral
positiveyup,Neutral
prove,Neutral
racism,Neutral
repeat,Neutral
rico,Neutral
rough,Neutral
salad,Neutral
sen,Neutral
shock,Neutral
spanish,Neutral
speaker,Neutral
supertuesday,Neutral
teas,Neutral
todayi,Neutral
tongu,Neutral
trash,Neutral
typic,Neutral
ugli,Neutral
upon,Neutral
wal,Neutral
weapon,Neutral
woohoo,Neutral
wrap,Neutral
abil,Neutral
agr,Neutral
alex,Neutral
andi,Neutral
answ,Neutral
âthe,Neutral
ballot,Neutral
beauti,Neutral
bio,Neutral
blew,Neutral
bob,Neutral
cancer,Neutral
central,Neutral
charlott,Neutral
colour,Neutral
complain,Neutral
congress,Neutral
dat,Neutral
declar,Neutral
deport,Neutral
disabl,Neutral
economi,Neutral
escap,Neutral
everytim,Neutral
experi,Neutral
ghost,Neutral
guest,Neutral
havin,Neutral
hawaii,Neutral
heap,Neutral
heavi,Neutral
highest,Neutral
iâv,Neutral
imag,Neutral
iraq,Neutral
islam,Neutral
jess,Neutral
kentucki,Neutral
lab,Neutral
louisiana,Neutral
makin,Neutral
mcdonald,Neutral
mtv,Neutral
negativebeen,Neutral
negativedoesnt,Neutral
negativestart,Neutral
negativeyea,Neutral
Neutralhead,Neutral
Neutraltak,Neutral
onatam,Neutral
option,Neutral
outfit,Neutral
oven,Neutral
pen,Neutral
physic,Neutral
pillow,Neutral
player,Neutral
podcast,Neutral
poop,Neutral
positiveactu,Neutral
positivefirst,Neutral
positivehug,Neutral
positiveohh,Neutral
positivepleas,Neutral
positivewer,Neutral
positivewond,Neutral
previous,Neutral
pro,Neutral
puerto,Neutral
purpl,Neutral
restaur,Neutral
rhetor,Neutral
sham,Neutral
sock,Neutral
spin,Neutral
starv,Neutral
stat,Neutral
steak,Neutral
swing,Neutral
tal,Neutral
tight,Neutral
titl,Neutral
tooth,Neutral
unabl,Neutral
where,Neutral
winter,Neutral
wireless,Neutral
woot,Neutral
xxxx,Neutral
abouthour,Neutral
affect,Neutral
ami,Neutral
andrew,Neutral
ang,Neutral
ankl,Neutral
artist,Neutral
atand,Neutral
atl,Neutral
atleast,Neutral
babysit,Neutral
barack,Neutral
bean,Neutral
bedtim,Neutral
bell,Neutral
bigger,Neutral
blip,Neutral
boat,Neutral
bone,Neutral
booo,Neutral
bumm,Neutral
bump,Neutral
burrito,Neutral
care,Neutral
ceil,Neutral
christma,Neutral
comin,Neutral
competit,Neutral
contest,Neutral
counti,Neutral
cowork,Neutral
cramp,Neutral
data,Neutral
disgrac,Neutral
divis,Neutral
dye,Neutral
eight,Neutral
emot,Neutral
exercis,Neutral
exit,Neutral
feelwatch,Neutral
flick,Neutral
forday,Neutral
gnight,Neutral
gosh,Neutral
gossip,Neutral
govern,Neutral
graham,Neutral
groceri,Neutral
guilti,Neutral
hay,Neutral
heck,Neutral
hel,Neutral
itãââ,Neutral
jeal,Neutral
jersey,Neutral
kain,Neutral
lawn,Neutral
like,Neutral
makeup,Neutral
marriag,Neutral
max,Neutral
medic,Neutral
melania,Neutral
mod,Neutral
moro,Neutral
morrow,Neutral
nativ,Neutral
natur,Neutral
negativeactu,Neutral
negativedad,Neutral
negativegosh,Neutral
negativehmm,Neutral
negativelmao,Neutral
negativesam,Neutral
negativeshit,Neutral
negativesoooo,Neutral
negativestuck,Neutral
negativesur,Neutral
negativewasnt,Neutral
negativeyep,Neutral
neither,Neutral
nephew,Neutral
Neutralcom,Neutral
Neutralgonna,Neutral
Neutralgreat,Neutral
Neutralstart,Neutral
Neutralus,Neutral
Neutralwith,Neutral
Neutralyea,Neutral
noodl,Neutral
ohh,Neutral
pant,Neutral
par,Neutral
parad,Neutral
piti,Neutral
positiveahh,Neutral
positivealway,Neutral
positivechillin,Neutral
positiveday,Neutral
positiveher,Neutral
positivemad,Neutral
positivemor,Neutral
positiveooh,Neutral
positivereadi,Neutral
positiveright,Neutral
positivesit,Neutral
positivethx,Neutral
positivewher,Neutral
positivewith,Neutral
poss,Neutral
poverti,Neutral
pretend,Neutral
protect,Neutral
protest,Neutral
provid,Neutral
radic,Neutral
recip,Neutral
rent,Neutral
revi,Neutral
rnc,Neutral
rubi,Neutral
rule,Neutral
scam,Neutral
sec,Neutral
select,Neutral
semest,Neutral
serv,Neutral
shitti,Neutral
sir,Neutral
slowli,Neutral
someday,Neutral
spoil,Neutral
standard,Neutral
steel,Neutral
stood,Neutral
switch,Neutral
sync,Neutral
teenag,Neutral
tend,Neutral
termin,Neutral
toni,Neutral
tooo,Neutral
tshirt,Neutral
tweepl,Neutral
uploadedcomplet,Neutral
viol,Neutral
vista,Neutral
wak,Neutral
wif,Neutral
wishingmoth,Neutral
woop,Neutral
yorker,Neutral
zoo,Neutral
accord,Neutral
ach,Neutral
actu,Neutral
addict,Neutral
adult,Neutral
americaâ,Neutral
appt,Neutral
aswel,Neutral
atpm,Neutral
banana,Neutral
basebal,Neutral
broth,Neutral
bubbl,Neutral
bummer,Neutral
cafe,Neutral
cap,Neutral
chapter,Neutral
chilli,Neutral
claim,Neutral
concern,Neutral
crawl,Neutral
cruis,Neutral
cycl,Neutral
deni,Neutral
dick,Neutral
domain,Neutral
drank,Neutral
duck,Neutral
employ,Neutral
est,Neutral
fantast,Neutral
farm,Neutral
fing,Neutral
fit,Neutral
forgotten,Neutral
funer,Neutral
garag,Neutral
geek,Neutral
gift,Neutral
grandpar,Neutral
grr,Neutral
grrr,Neutral
harri,Neutral
hollyoak,Neutral
investig,Neutral
iran,Neutral
jame,Neutral
josh,Neutral
lord,Neutral
loser,Neutral
massag,Neutral
meal,Neutral
metal,Neutral
mous,Neutral
mow,Neutral
msg,Neutral
nato,Neutral
negativealreadi,Neutral
negativecomput,Neutral
negativeforgot,Neutral
negativegotta,Neutral
negativehmmm,Neutral
negativehour,Neutral
negativejeal,Neutral
negativeplan,Neutral
Neutralalway,Neutral
Neutralaww,Neutral
Neutralawww,Neutral
Neutralcheck,Neutral
Neutralfor,Neutral
Neutralher,Neutral
Neutralleav,Neutral
Neutralokay,Neutral
Neutralpleas,Neutral
Neutralwho,Neutral
nurs,Neutral
obamacar,Neutral
ooh,Neutral
oppon,Neutral
particular,Neutral
partner,Neutral
pat,Neutral
per,Neutral
period,Neutral
pme,Neutral
pocket,Neutral
positiveawak,Neutral
positiveawwww,Neutral
positivefollow,Neutral
positivehahah,Neutral
positiveleast,Neutral
positivemom,Neutral
positivemoth,Neutral
positivenight,Neutral
positivepretti,Neutral
potato,Neutral
pretti,Neutral
publish,Neutral
punch,Neutral
quick,Neutral
ray,Neutral
reason,Neutral
resist,Neutral
rose,Neutral
rubbish,Neutral
scotland,Neutral
scott,Neutral
sho,Neutral
sid,Neutral
soap,Neutral
sobr,Neutral
soccer,Neutral
solut,Neutral
soooooo,Neutral
star,Neutral
steal,Neutral
subject,Neutral
sunshin,Neutral
supernatur,Neutral
target,Neutral
theater,Neutral
thumb,Neutral
tmrw,Neutral
tofor,Neutral
tremend,Neutral
trumpp,Neutral
unlik,Neutral
valley,Neutral
vast,Neutral
venu,Neutral
verizon,Neutral
wen,Neutral
wheel,Neutral
whose,Neutral
wouldv,Neutral
yayi,Neutral
yep,Neutral
accident,Neutral
afterward,Neutral
angel,Neutral
avatar,Neutral
battl,Neutral
bea,Neutral
bil,Neutral
bin,Neutral
bud,Neutral
canuck,Neutral
certain,Neutral
cnt,Neutral
combin,Neutral
comic,Neutral
connecticut,Neutral
constitut,Neutral
cop,Neutral
corn,Neutral
corpor,Neutral
couldv,Neutral
creepi,Neutral
cyrus,Neutral
damag,Neutral
daymoth,Neutral
deadlin,Neutral
deliveri,Neutral
digit,Neutral
dis,Neutral
discrimin,Neutral
doll,Neutral
drove,Neutral
emerg,Neutral
engin,Neutral
errand,Neutral
establish,Neutral
exampl,Neutral
experienc,Neutral
frustrat,Neutral
glasgow,Neutral
goodi,Neutral
gray,Neutral
group,Neutral
hahahaha,Neutral
hangin,Neutral
heart,Neutral
heel,Neutral
heritag,Neutral
highlight,Neutral
hol,Neutral
honest,Neutral
humid,Neutral
icecream,Neutral
indian,Neutral
inminut,Neutral
invest,Neutral
italian,Neutral
item,Neutral
kiss,Neutral
korea,Neutral
leak,Neutral
licens,Neutral
lifetim,Neutral
lon,Neutral
loung,Neutral
mei,Neutral
mock,Neutral
muscl,Neutral
negativeanyon,Neutral
negativeappar,Neutral
negativebecaus,Neutral
negativedang,Neutral
negativefirst,Neutral
negativegah,Neutral
negativegreat,Neutral
negativeheadach,Neutral
negativeher,Neutral
negativekeep,Neutral
negativeohh,Neutral
negativesomeon,Neutral
negativesooo,Neutral
negativeus,Neutral
nerv,Neutral
Neutralgoin,Neutral
Neutralmor,Neutral
Neutralnic,Neutral
Neutralright,Neutral
Neutralsur,Neutral
Neutraltalk,Neutral
Neutraltel,Neutral
Neutralthen,Neutral
Neutralthought,Neutral
Neutralveri,Neutral
Neutralwelcom,Neutral
nos,Neutral
onlyawesomeiphon,Neutral
opposit,Neutral
orang,Neutral
oval,Neutral
palm,Neutral
phil,Neutral
picnic,Neutral
planet,Neutral
pls,Neutral
positivedud,Neutral
positiveear,Neutral
positivegod,Neutral
positivelet,Neutral
positivelong,Neutral
positiveout,Neutral
positivesooo,Neutral
positivesweet,Neutral
positivetwitt,Neutral
positivewoo,Neutral
pressur,Neutral
project,Neutral
rac,Neutral
recess,Neutral
repair,Neutral
restrict,Neutral
ringtonesusa,Neutral
river,Neutral
skate,Neutral
skill,Neutral
snack,Neutral
solo,Neutral
split,Neutral
squar,Neutral
sri,Neutral
stalk,Neutral
steve,Neutral
stole,Neutral
subway,Neutral
sway,Neutral
swollen,Neutral
tape,Neutral
task,Neutral
televis,Neutral
todd,Neutral
transfer,Neutral
twin,Neutral
txt,Neutral
url,Neutral
utah,Neutral
vac,Neutral
villag,Neutral
watchhillari,Neutral
weâll,Neutral
whenev,Neutral
wknd,Neutral
womenâ,Neutral
wonât,Neutral
xbox,Neutral
abandon,Neutral
advertis,Neutral
agenda,Neutral
ali,Neutral
applic,Neutral
arena,Neutral
argh,Neutral
ashley,Neutral
asshol,Neutral
author,Neutral
avail,Neutral
backup,Neutral
beat,Neutral
bella,Neutral
bff,Neutral
bite,Neutral
blow,Neutral
brazil,Neutral
britney,Neutral
brooklyn,Neutral
burger,Neutral
cav,Neutral
charger,Neutral
coat,Neutral
contribut,Neutral
dan,Neutral
decemb,Neutral
degre,Neutral
detroit,Neutral
direct,Neutral
dnc,Neutral
doggi,Neutral
donat,Neutral
donor,Neutral
dun,Neutral
dvds,Neutral
enemi,Neutral
esp,Neutral
explod,Neutral
familia,Neutral
foryear,Neutral
georg,Neutral
georgia,Neutral
getwork,Neutral
gradu,Neutral
grass,Neutral
grown,Neutral
gud,Neutral
hardest,Neutral
headlin,Neutral
hid,Neutral
histor,Neutral
hulu,Neutral
hung,Neutral
icon,Neutral
inweek,Neutral
inyear,Neutral
jean,Neutral
joke,Neutral
kansa,Neutral
lang,Neutral
lobbi,Neutral
loop,Neutral
luggag,Neutral
manchest,Neutral
map,Neutral
maryland,Neutral
medicin,Neutral
megan,Neutral
meh,Neutral
minor,Neutral
mon,Neutral
monitor,Neutral
nbcnewsforum,Neutral
negativebum,Neutral
negativecar,Neutral
negativecom,Neutral
negativecool,Neutral
negativedarn,Neutral
negativeeveryon,Neutral
negativefriend,Neutral
negativehug,Neutral
negativehungri,Neutral
negativeinternet,Neutral
negativeleav,Neutral
negativelik,Neutral
negativemuch,Neutral
negativeshow,Neutral
negativesuck,Neutral
negativethroat,Neutral
negativewith,Neutral
negativeworri,Neutral
Neutralbeen,Neutral
Neutraldang,Neutral
Neutralfound,Neutral
Neutralhmm,Neutral
Neutrallik,Neutral
Neutralman,Neutral
Neutralsaw,Neutral
Neutraltot,Neutral
nighti,Neutral
not,Neutral
obsess,Neutral
octob,Neutral
opt,Neutral
overr,Neutral
pancak,Neutral
panic,Neutral
peac,Neutral
photographi,Neutral
photoshop,Neutral
plain,Neutral
plug,Neutral
positivebeen,Neutral
positivebig,Neutral
positiveforgot,Neutral
positivefun,Neutral
positivel,Neutral
positivelucki,Neutral
positivemonday,Neutral
positiveschool,Neutral
pow,Neutral
pre,Neutral
preview,Neutral
promi,Neutral
pump,Neutral
putin,Neutral
rare,Neutral
recept,Neutral
reckless,Neutral
reflect,Neutral
regard,Neutral
remain,Neutral
repeal,Neutral
salt,Neutral
script,Neutral
servic,Neutral
shape,Neutral
sim,Neutral
singapor,Neutral
sink,Neutral
sist,Neutral
sneez,Neutral
snow,Neutral
stink,Neutral
surpri,Neutral
terr,Neutral
thingi,Neutral
thoma,Neutral
threw,Neutral
tht,Neutral
todo,Neutral
togetherâ,Neutral
tomorow,Neutral
twist,Neutral
twitpic,Neutral
unhappi,Neutral
useless,Neutral
ver,Neutral
virtual,Neutral
virus,Neutral
wick,Neutral
wifi,Neutral
wing,Neutral
wok,Neutral
wood,Neutral
yell,Neutral
yellow,Neutral
yummi,Neutral
zombi,Neutral
agent,Neutral
aha,Neutral
ahaha,Neutral
ahhhh,Neutral
among,Neutral
approach,Neutral
apt,Neutral
audienc,Neutral
audio,Neutral
aussi,Neutral
averag,Neutral
awww,Neutral
billionair,Neutral
birther,Neutral
canadian,Neutral
captain,Neutral
categori,Neutral
centr,Neutral
chase,Neutral
cheesecak,Neutral
chemistri,Neutral
combat,Neutral
comedi,Neutral
commit,Neutral
condit,Neutral
conflict,Neutral
conserv,Neutral
constant,Neutral
contract,Neutral
coverag,Neutral
cub,Neutral
cur,Neutral
curv,Neutral
cutest,Neutral
danni,Neutral
demon,Neutral
denver,Neutral
depart,Neutral
describ,Neutral
devic,Neutral
diff,Neutral
disrespect,Neutral
dust,Neutral
easi,Neutral
eaten,Neutral
educ,Neutral
elimin,Neutral
ellen,Neutral
evangel,Neutral
everywh,Neutral
execut,Neutral
extend,Neutral
feedback,Neutral
fighter,Neutral
firefox,Neutral
fridg,Neutral
function,Neutral
gaga,Neutral
grandpa,Neutral
grill,Neutral
havnt,Neutral
heheh,Neutral
hero,Neutral
hint,Neutral
homi,Neutral
hon,Neutral
hundr,Neutral
industri,Neutral
inmin,Neutral
jenni,Neutral
jerk,Neutral
jesus,Neutral
join,Neutral
journal,Neutral
junior,Neutral
kind,Neutral
kitten,Neutral
lamb,Neutral
leagu,Neutral
lectur,Neutral
lemon,Neutral
likehour,Neutral
lip,Neutral
liverpool,Neutral
luckili,Neutral
mask,Neutral
materi,Neutral
mic,Neutral
middleclass,Neutral
muffin,Neutral
nafta,Neutral
necessari,Neutral
needl,Neutral
negativefor,Neutral
negativegut,Neutral
negativeleft,Neutral
negativemust,Neutral
negativeohhh,Neutral
negativeooh,Neutral
negativerip,Neutral
negativewtf,Neutral
neglect,Neutral
Neutralalso,Neutral
Neutralcould,Neutral
Neutralfirst,Neutral
Neutralglad,Neutral
Neutralmight,Neutral
Neutralplan,Neutral
Neutralsomeon,Neutral
nicol,Neutral
nigga,Neutral
nkotb,Neutral
nois,Neutral
norm,Neutral
older,Neutral
oliv,Neutral
oper,Neutral
origin,Neutral
paranoid,Neutral
particip,Neutral
password,Neutral
path,Neutral
philadelphia,Neutral
phoenix,Neutral
pie,Neutral
pierc,Neutral
pix,Neutral
platform,Neutral
poo,Neutral
portfolio,Neutral
positiveanoth,Neutral
positiveanyon,Neutral
positivebest,Neutral
positivedear,Neutral
positivefound,Neutral
positivemayb,Neutral
positivenev,Neutral
positivenop,Neutral
positiveread,Neutral
positivesomeon,Neutral
positiveugh,Neutral
positivewrit,Neutral
pout,Neutral
prejudic,Neutral
ralli,Neutral
rehears,Neutral
rio,Neutral
roof,Neutral
roomi,Neutral
rude,Neutral
sara,Neutral
section,Neutral
shatter,Neutral
shouldv,Neutral
similar,Neutral
simpli,Neutral
ski,Neutral
smack,Neutral
snuggl,Neutral
sober,Neutral
somewhat,Neutral
starwarsday,Neutral
stretch,Neutral
sunburnt,Neutral
sure,Neutral
suspect,Neutral
tech,Neutral
technic,Neutral
technolog,Neutral
temp,Neutral
tempera,Neutral
tesco,Neutral
thatll,Neutral
theyd,Neutral
thnx,Neutral
toto,Neutral
tower,Neutral
tpp,Neutral
tube,Neutral
tun,Neutral
twitterland,Neutral
twpp,Neutral
user,Neutral
usernam,Neutral
usu,Neutral
utter,Neutral
vancouv,Neutral
walmart,Neutral
weed,Neutral
wiprimari,Neutral
wond,Neutral
wore,Neutral
youi,Neutral
younger,Neutral
abc,Neutral
africanamerican,Neutral
ala,Neutral
alien,Neutral
anna,Neutral
arkansa,Neutral
assum,Neutral
âtrump,Neutral
attack,Neutral
aunti,Neutral
âwe,Neutral
ayear,Neutral
bak,Neutral
baton,Neutral
belli,Neutral
biden,Neutral
bitch,Neutral
blank,Neutral
blanket,Neutral
blu,Neutral
bobbi,Neutral
bot,Neutral
brew,Neutral
brian,Neutral
bros,Neutral
brown,Neutral
cak,Neutral
celeb,Neutral
centuri,Neutral
chair,Neutral
chem,Neutral
chop,Neutral
chose,Neutral
christ,Neutral
coal,Neutral
colleagu,Neutral
columbus,Neutral
command,Neutral
commut,Neutral
concentr,Neutral
concret,Neutral
conver,Neutral
convert,Neutral
convo,Neutral
cooper,Neutral
cov,Neutral
crew,Neutral
cuppa,Neutral
cuti,Neutral
deci,Neutral
demo,Neutral
devil,Neutral
dia,Neutral
didnât,Neutral
din,Neutral
director,Neutral
disappear,Neutral
disc,Neutral
disqualifi,Neutral
disturb,Neutral
document,Neutral
donni,Neutral
drew,Neutral
dublin,Neutral
dummi,Neutral
ebay,Neutral
empir,Neutral
engag,Neutral
esta,Neutral
fbi,Neutral
feder,Neutral
fev,Neutral
fil,Neutral
flew,Neutral
fold,Neutral
format,Neutral
forweek,Neutral
frm,Neutral
fruit,Neutral
galleri,Neutral
geographi,Neutral
german,Neutral
gir,Neutral
horr,Neutral
horrif,Neutral
impact,Neutral
increas,Neutral
india,Neutral
indoor,Neutral
introduc,Neutral
involv,Neutral
jackson,Neutral
jeff,Neutral
justic,Neutral
khan,Neutral
label,Neutral
labor,Neutral
lauren,Neutral
leavin,Neutral
likeminut,Neutral
lmfao,Neutral
loc,Neutral
logo,Neutral
lolz,Neutral
love,Neutral
manufactur,Neutral
mayor,Neutral
meee,Neutral
mental,Neutral
mequot,Neutral
